#date:2020-04-25
symbol	name	alias_symbol	alias_name	entrez_id	ensembl_gene_id	ucsc_id	refseq_accession	ccds_id	uniprot_ids
GAPDH	glyceraldehyde-3-phosphate dehydrogenase			2597	ENSG00000111640	uc001qop.4	NM_002046	"CCDS8549|CCDS58201"	P04406
GAPDHS	glyceraldehyde-3-phosphate dehydrogenase, spermatogenic	"GAPDH-2|GAPD2"		26330	ENSG00000105679	uc002oaf.2	NM_014364	CCDS12465	O14556
GAPT	GRB2 binding adaptor protein, transmembrane	FLJ33641	GRB2-binding transmembrane adaptor	202309	ENSG00000175857	uc003jro.2	NM_152687	CCDS3975	Q8N292
GAPVD1	GTPase activating protein and VPS9 domains 1	"DKFZP434C212|KIAA1521"		26130	ENSG00000165219	uc004bps.4	NM_001282679	"CCDS65130|CCDS65131|CCDS65132|CCDS35138|CCDS83413|CCDS83414|CCDS87689"	Q14C86
GAR1	GAR1 ribonucleoprotein			54433	ENSG00000109534	uc003hzu.4	NM_018983	CCDS34050	Q9NY12
GAREM1	GRB2 associated regulator of MAPK1 subtype 1	FLJ21610	Grb2-associated and regulator of Erk/MAPK	64762	ENSG00000141441	uc002kxk.3	NM_022751	"CCDS11905|CCDS56057"	Q9H706
GAREM2	GRB2 associated regulator of MAPK1 subtype 2	"KIAA2038|FLJ00375"		150946	ENSG00000157833	uc002rgw.2	NM_001168241	"CCDS54336|CCDS54337"	Q75VX8
GARNL3	GTPase activating Rap/RanGAP domain like 3	"DKFZp761J1523|bA356B19.1"		84253	ENSG00000136895	uc011mae.3	NM_032293	"CCDS6869|CCDS69663"	Q5VVW2
GARRE1	granule associated Rac and RHOG effector 1			9710	ENSG00000166398	uc002nvd.5	NM_014686	CCDS12436	O15063
GARS1	glycyl-tRNA synthetase 1	"GlyRS|DSMAV|SMAD1"	glycine tRNA ligase	2617	ENSG00000106105	uc003tbm.4	NM_002047	CCDS43564	P41250
GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase	GARS-AIRS-GART	"GAR transformylase|glycinamide ribonucleotide synthetase-aminoimidazole ribonucleotide synthetase-glycinamide ribonucleotide transformylase|Glycinamide ribonucleotide formyltransferase|Trifunctional purine biosynthetic protein adenosine-3"	2618	ENSG00000159131	uc002yry.4	NM_000819	"CCDS13627|CCDS13628"	P22102
GAS1	growth arrest specific 1		Growth arrest-specific gene-1	2619	ENSG00000180447	uc004aox.5	NM_002048	CCDS6674	P54826
GAS2	growth arrest specific 2			2620	ENSG00000148935	uc009yie.4	NM_177553	CCDS7858	O43903
GAS2L1	growth arrest specific 2 like 1	GAR22		10634	ENSG00000185340	uc032qlb.2	NM_006478	"CCDS63438|CCDS74840"	Q99501
GAS2L2	growth arrest specific 2 like 2	GAR17		246176	ENSG00000270765	uc002hjv.2	NM_139285	CCDS11298	Q8NHY3
GAS2L3	growth arrest specific 2 like 3			283431	ENSG00000139354	uc001thu.4	NM_174942	"CCDS9079|CCDS76590"	Q86XJ1
GAS6	growth arrest specific 6	"AXSF|FLJ34709|DKFZp666G247"	AXL stimulatory factor	2621	ENSG00000183087	uc001vud.4	NM_000820	CCDS45072	Q14393
GAS7	growth arrest specific 7	"KIAA0394|MGC1348"		8522	ENSG00000007237	uc002gmg.2	"NM_003644|NM_201432|NM_201433"	"CCDS11152|CCDS42263|CCDS45611|CCDS58518"	O60861
GAS8	growth arrest specific 8	DRC4		2622	ENSG00000141013	uc002fqi.1	NM_001286205	"CCDS10992|CCDS67101|CCDS73932"	O95995
GASK1A	golgi associated kinase 1A	DKFZP434B172		729085	ENSG00000144649	uc003cmp.6	NM_001129908	CCDS46808	Q9UFP1
GASK1B	golgi associated kinase 1B	"FLJ38155|DKFZp434L142|ENED"	Expressed in Nerve and Epithelium during Development	51313	ENSG00000164125	uc003ipr.5	"NM_001031700|NM_016613"	"CCDS3798|CCDS34087"	Q6UWH4
GAST	gastrin		preprogastrin	2520	ENSG00000184502	uc002hxl.3	NM_000805	CCDS11404	P01350
GATA1	GATA binding protein 1	"ERYF1|NFE1|GATA-1|NF-E1"	nuclear factor, erythroid 1	2623	ENSG00000102145	uc004dkq.5	NM_002049	CCDS14305	P15976
GATA2	GATA binding protein 2	NFE1B		2624	ENSG00000179348	uc003eko.3	NM_032638	"CCDS3049|CCDS46903"	P23769
GATA3	GATA binding protein 3	HDR		2625	ENSG00000107485	uc001ika.4	NM_001002295	"CCDS7083|CCDS31143"	P23771
GATA4	GATA binding protein 4			2626	ENSG00000136574	uc003wuc.3	NM_002052	"CCDS5983|CCDS78303|CCDS78304"	P43694
GATA5	GATA binding protein 5	"bB379O24.1|GATAS"		140628	ENSG00000130700	uc002ycx.1	NM_080473	CCDS13499	Q9BWX5
GATA6	GATA binding protein 6			2627	ENSG00000141448	uc002ktt.2	NM_005257	CCDS11872	Q92908
GATAD1	GATA zinc finger domain containing 1	"ODAG|RG083M05.2|FLJ22489"	ocular development associated gene	57798	ENSG00000157259	uc003ulx.3	NM_021167	CCDS5625	Q8WUU5
GATAD2A	GATA zinc finger domain containing 2A	p66alpha	p66 alpha	54815	ENSG00000167491	uc010xqt.3	NM_017660	"CCDS12402|CCDS77270"	Q86YP4
GATAD2B	GATA zinc finger domain containing 2B	P66beta	transcription repressor p66 beta component of the MeCP1 complex	57459	ENSG00000143614	uc001fdb.5	NM_020699	CCDS1054	Q8WXI9
GATB	glutamyl-tRNA amidotransferase subunit B			5188	ENSG00000059691		NM_001363341	CCDS3776	O75879
GATC	glutamyl-tRNA amidotransferase subunit C	"FLJ37000|15E1.2|gatC"		283459	ENSG00000257218	uc010szi.3	NM_176818	CCDS31911	O43716
GATD1	glutamine amidotransferase like class 1 domain containing 1	FLJ34283		347862	ENSG00000177225	uc001lrc.4	NM_182612	"CCDS7713|CCDS81530"	Q8NB37
GATD3A	glutamine amidotransferase like class 1 domain containing 3A	"KNP-Ia|GT335|ES1|HES1|D21S2048E|KNPI|KNPH|KNP-I"	ES1 protein homolog	8209	ENSG00000160221	uc002zec.5	NM_004649	"CCDS33580|CCDS33581|CCDS82680"	P0DPI2
GATD3B	glutamine amidotransferase like class 1 domain containing 3B			102724023	ENSG00000280071		NM_001363758	"CCDS86974|CCDS86975|CCDS86976"	A0A0B4J2D5
GATM	glycine amidinotransferase	AGAT	L-arginine:glycine amidinotransferase	2628	ENSG00000171766	uc001zvc.4	NM_001482	CCDS10122	P50440
GBA	glucosylceramidase beta	GBA1		2629	ENSG00000177628	uc001fjk.4	NM_000157	"CCDS1102|CCDS53373|CCDS53374"	P04062
GBA2	glucosylceramidase beta 2	"KIAA1605|AD035|DKFZp762K054"	"bile acid beta-glucosidase|non-lysosomal glucosylceramidase"	57704	ENSG00000070610	uc003zxw.3	NM_020944	"CCDS6589|CCDS83363"	Q9HCG7
GBA3	glucosylceramidase beta 3 (gene/pseudogene)	"GLUC|KLrP"	klotho-related protein	57733	ENSG00000249948	uc031sdv.2	NR_102355		Q9H227
GBE1	1,4-alpha-glucan branching enzyme 1		"glycogen branching enzyme|Andersen disease|glycogen storage disease type IV"	2632	ENSG00000114480	uc062lqz.1	NM_000158	CCDS54612	Q04446
GBF1	golgi brefeldin A resistant guanine nucleotide exchange factor 1	"KIAA0248|ARF1GEF"		8729	ENSG00000107862	uc001kux.3	NM_001199378	CCDS7533	Q92538
GBGT1	globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (FORS blood group)	"UDP-GalNAc|A3GALNT|MGC44848|FS"	"Forssman glycolipid synthetase (FS)|Forssman synthetase|Forssman blood group"	26301	ENSG00000148288	uc004ccw.5	NM_021996	"CCDS6960|CCDS65175|CCDS65176"	Q8N5D6
GBP1	guanylate binding protein 1			2633	ENSG00000117228	uc001dmx.3	NM_002053	CCDS718	P32455
GBP2	guanylate binding protein 2			2634	ENSG00000162645	uc001dmz.3	NM_004120	CCDS719	P32456
GBP3	guanylate binding protein 3	FLJ10961		2635	ENSG00000117226	uc001dmt.4	NM_018284	CCDS717	Q9H0R5
GBP4	guanylate binding protein 4	Mpa2		115361	ENSG00000162654	uc001dnb.4	NM_052941	CCDS721	Q96PP9
GBP5	guanylate binding protein 5			115362	ENSG00000154451	uc057iek.1	NM_052942	CCDS722	Q96PP8
GBP6	guanylate binding protein family member 6	DKFZp686G0786		163351	ENSG00000183347	uc001dnf.3	NM_198460	CCDS723	Q6ZN66
GBP7	guanylate binding protein 7	"FLJ38822|GBP4L"		388646	ENSG00000213512	uc001dna.2	NM_207398	CCDS720	Q8N8V2
GBX1	gastrulation brain homeobox 1			2636	ENSG00000164900	uc011kvg.3	NM_001098834	CCDS43682	Q14549
GBX2	gastrulation brain homeobox 2			2637	ENSG00000168505	uc002vvw.2	NM_001485	"CCDS2515|CCDS77545"	P52951
GC	GC vitamin D binding protein	"DBP|VDBP|hDBP"		2638	ENSG00000145321	uc003hge.4	NM_000583	"CCDS3550|CCDS56332"	P02774
GCA	grancalcin	GCL		25801	ENSG00000115271	uc002ucg.4	NM_012198	"CCDS2218|CCDS82527"	P28676
GCAT	glycine C-acetyltransferase	KBL	2-amino-3-ketobutyrate coenzyme A ligase	23464	ENSG00000100116	uc003atz.4	NM_014291.2	"CCDS13957|CCDS54527"	O75600
GCC1	GRIP and coiled-coil domain containing 1	"FLJ22035|GCC88|GCC1P|MGC20706"		79571	ENSG00000179562	uc003vma.4	NM_024523	CCDS5796	Q96CN9
GCC2	GRIP and coiled-coil domain containing 2	"GCC185|KIAA0336"		9648	ENSG00000135968	uc002tec.4	NM_014635	CCDS33268	Q8IWJ2
GCDH	glutaryl-CoA dehydrogenase	ACAD5		2639	ENSG00000105607	uc002mvq.5	NM_000159	CCDS12286	Q92947
GCFC2	GC-rich sequence DNA-binding factor 2	"DNABF|GCF"	GC binding factor	6936	ENSG00000005436	uc002sno.4	NM_003203	"CCDS1961|CCDS62943"	P16383
GCG	glucagon	"GLP1|GLP2|GRPP|GLP-1"	"glicentin-related polypeptide|glucagon-like peptide 1|glucagon-like peptide 2|preproglucagon"	2641	ENSG00000115263	uc002ucc.5	NM_002054	CCDS46439	P01275
GCGR	glucagon receptor	GGR		2642	ENSG00000215644	uc010wuw.2	NM_000160	CCDS54177	P47871
GCH1	GTP cyclohydrolase 1	"GTPCH1|DYT5a"	dopa-responsive dystonia	2643	ENSG00000131979	uc059bsc.1	NM_000161	"CCDS9720|CCDS41954|CCDS45110"	P30793
GCHFR	GTP cyclohydrolase I feedback regulator	"GFRP|HsT16933"		2644	ENSG00000137880	uc001zmr.2	NM_005258	CCDS10064	P30047
GCK	glucokinase	HK4	hexokinase 4	2645	ENSG00000106633	uc003tkl.3	NM_000162	"CCDS5479|CCDS5480|CCDS5481"	P35557
GCKR	glucokinase regulator		hexokinase 4 regulator	2646	ENSG00000084734	uc002rky.4	NM_001486	CCDS1757	Q14397
GCLC	glutamate-cysteine ligase catalytic subunit	GCS		2729	ENSG00000001084	uc003pbw.3	NM_001197115	"CCDS4952|CCDS75471"	P48506
GCLM	glutamate-cysteine ligase modifier subunit		gamma-glutamylcysteine synthetase	2730	ENSG00000023909	uc001dqg.2	NM_002061	"CCDS746|CCDS81352"	P48507
GCM1	glial cells missing transcription factor 1	hGCMa		8521	ENSG00000137270	uc003pbp.4	NM_003643	CCDS4950	Q9NP62
GCM2	glial cells missing transcription factor 2	hGCMb		9247	ENSG00000124827	uc003mzn.5	NM_004752	CCDS4517	O75603
GCN1	GCN1 activator of EIF2AK4	"KIAA0219|GCN1L"		10985	ENSG00000089154		NM_006836	CCDS41847	Q92616
GCNA	germ cell nuclear acidic peptidase	NAAR1		93953	ENSG00000147174	uc004eae.3	NM_052957	CCDS35326	Q96QF7
GCNT1	glucosaminyl (N-acetyl) transferase 1	"C2GNT|NAGCT2"	"core 2 beta1,6 N-acetylglucosaminyltransferase-I|beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N--acetylglucosaminyltransferase"	2650	ENSG00000187210	uc010mpg.4	NM_001097634	CCDS6653	Q02742
GCNT2	glucosaminyl (N-acetyl) transferase 2 (I blood group)	"IGNT|NAGCT1|bA421M1.1|bA360O19.2|ULG3"	"Ii blood group|unassigned linkage group 3"	2651	ENSG00000111846	uc010jol.4	NM_145649	"CCDS4512|CCDS4513|CCDS34338"	Q8N0V5
GCNT3	glucosaminyl (N-acetyl) transferase 3, mucin type	"C2GnT-M|C2/4GnT|C2GnT2"		9245	ENSG00000140297	uc002age.4	NM_004751	CCDS10172	O95395
GCNT4	glucosaminyl (N-acetyl) transferase 4	C2GNT3	"core 2 beta-1,6-N-acetylglucosaminyltransferase 3|beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4"	51301	ENSG00000176928	uc003kdn.4	NM_016591	CCDS4026	Q9P109
GCNT7	glucosaminyl (N-acetyl) transferase family member 7	dJ1153D9.2		140687	ENSG00000124091	uc061xww.1	NM_080615		Q6ZNI0
GCSAM	germinal center associated signaling and motility	"MGC40441|HGAL"	human germinal center-associated lymphoma	257144	ENSG00000174500	uc003dys.2	NM_152785	"CCDS2964|CCDS54621|CCDS54622"	Q8N6F7
GCSAML	germinal center associated signaling and motility like	FLJ44728		148823	ENSG00000169224	uc031vul.1	NM_145278	"CCDS1635|CCDS60470|CCDS73058"	Q5JQS6
GCSH	glycine cleavage system protein H		lipoic acid-containing protein	2653	ENSG00000140905	uc002fgd.4	NM_004483	CCDS10933	P23434
GDA	guanine deaminase			9615	ENSG00000119125	uc004aiq.4	NM_001242505	"CCDS6641|CCDS56576|CCDS56577"	Q9Y2T3
GDAP1	ganglioside induced differentiation associated protein 1	"CMT4|CMT2K"		54332	ENSG00000104381	uc003yah.4	NM_018972	"CCDS34911|CCDS47877"	Q8TB36
GDAP1L1	ganglioside induced differentiation associated protein 1 like 1			78997	ENSG00000124194	uc002xlq.5	NM_024034	"CCDS13328|CCDS74725|CCDS74726|CCDS74727"	Q96MZ0
GDAP2	ganglioside induced differentiation associated protein 2	"FLJ20142|dJ776P7.1|MACROD3"		54834	ENSG00000196505	uc001ehf.4	NM_017686	"CCDS897|CCDS44201"	Q9NXN4
GDE1	glycerophosphodiester phosphodiesterase 1	MIR16	membrane interacting protein of RGS16	51573	ENSG00000006007	uc002dgh.4	NM_016641	CCDS10578	Q9NZC3
GDF1	growth differentiation factor 1			2657	ENSG00000130283	uc060vuk.1	NM_001492	CCDS42526	P27539
GDF2	growth differentiation factor 2	"BMP-9|BMP9"		2658	ENSG00000263761	uc001jfa.2	NM_016204	CCDS73118	Q9UK05
GDF3	growth differentiation factor 3			9573	ENSG00000184344	uc001qte.4	NM_020634	CCDS8581	Q9NR23
GDF5	growth differentiation factor 5	"CDMP1|BMP14"	cartilage-derived morphogenetic protein-1	8200	ENSG00000125965	uc032phz.2	NM_000557	CCDS13254	P43026
GDF6	growth differentiation factor 6	"BMP13|KFS|KFS1"		392255	ENSG00000156466	uc003yhp.3	NM_001001557	CCDS34926	Q6KF10
GDF7	growth differentiation factor 7	BMP12		151449	ENSG00000143869	uc002rdz.2	NM_182828	CCDS1701	Q7Z4P5
GDF9	growth differentiation factor 9			2661	ENSG00000164404	uc011cxj.3	NM_005260	"CCDS4162|CCDS75299"	O60383
GDF10	growth differentiation factor 10	BMP-3b		2662	ENSG00000266524	uc001jfb.4	NM_004962	CCDS73117	P55107
GDF11	growth differentiation factor 11	"BMP-11|BMP11"		10220	ENSG00000135414	uc001shq.4	NM_005811	CCDS8891	O95390
GDF15	growth differentiation factor 15	"PLAB|MIC-1|PDF|MIC1|NAG-1|PTGFB"	"prostate differentiation factor|non-steroidal anti-inflammatory drug-activated gene-1|macrophage inhibitory cytokine-1"	9518	ENSG00000130513	uc002niv.2	NM_004864	CCDS12376	Q99988
GDI1	GDP dissociation inhibitor 1	"RABGDIA|XAP-4|OPHN2|FLJ41411"	"mental retardation, X-linked 41|mental retardation, X-linked 48|rab GDP-dissociation inhibitor, alpha"	2664	ENSG00000203879	uc004fli.5	NM_001493	CCDS35452	P31150
GDI2	GDP dissociation inhibitor 2	RABGDIB	rab GDP-dissociation	2665	ENSG00000057608	uc001iil.4	NM_001494	"CCDS7071|CCDS44352"	P50395
GDNF	glial cell derived neurotrophic factor	"ATF1|ATF2|HFB1-GDNF"	"astrocyte-derived trophic factor|glial cell line derived neurotrophic factor|glial derived neurotrophic factor"	2668	ENSG00000168621	uc063dca.1	NM_000514	"CCDS3922|CCDS3923|CCDS54845|CCDS54846|CCDS75237"	P39905
GDPD1	glycerophosphodiester phosphodiesterase domain containing 1	"FLJ37451|GDE4"		284161	ENSG00000153982	uc002ixk.3	NM_182569	"CCDS11616|CCDS58583|CCDS58584"	Q8N9F7
GDPD2	glycerophosphodiester phosphodiesterase domain containing 2	"OBDPF|FLJ20207|GDE3"	osteoblast differentiation promoting factor	54857	ENSG00000130055	uc004dyh.4	NM_017711	"CCDS14402|CCDS55437|CCDS55438"	Q9HCC8
GDPD3	glycerophosphodiester phosphodiesterase domain containing 3	MGC4171		79153	ENSG00000102886	uc002dwp.4	NM_024307	CCDS10671	Q7L5L3
GDPD4	glycerophosphodiester phosphodiesterase domain containing 4	GDE6		220032	ENSG00000178795	uc001oyf.3	NM_182833	CCDS8249	Q6W3E5
GDPD5	glycerophosphodiester phosphodiesterase domain containing 5	"PP1665|GDE2"		81544	ENSG00000158555	uc001owp.5	NM_030792	"CCDS8238|CCDS86229|CCDS86230"	Q8WTR4
GDPGP1	GDP-D-glucose phosphorylase 1			390637	ENSG00000183208	uc059ned.1	NM_001013657	CCDS32327	Q6ZNW5
GEM	GTP binding protein overexpressed in skeletal muscle	KIR	kinase-inducible Ras-like protein	2669	ENSG00000164949	uc003ygi.4	NM_181702	CCDS6261	P55040
GEMIN2	gem nuclear organelle associated protein 2			8487	ENSG00000092208	uc001wuq.4	NM_001009182	"CCDS9669|CCDS32068|CCDS41946"	O14893
GEMIN4	gem nuclear organelle associated protein 4	"HHRF-1|DKFZP434B131|p97|DKFZP434D174|HC56|HCAP1"	"HCC-associated protein 1|component of gems 4"	50628	ENSG00000179409	uc002frs.2	NM_015721	CCDS45559	P57678
GEMIN5	gem nuclear organelle associated protein 5			25929	ENSG00000082516	uc003lvx.4	NM_001252156	CCDS4330	Q8TEQ6
GEMIN6	gem nuclear organelle associated protein 6	FLJ23459		79833	ENSG00000152147	uc002rrc.4	NM_024775	CCDS1799	Q8WXD5
GEMIN7	gem nuclear organelle associated protein 7	FLJ13956		79760	ENSG00000142252	uc002paq.2	NM_001007269	CCDS12654	Q9H840
GEMIN8	gem nuclear organelle associated protein 8	FLJ20514		54960	ENSG00000046647	uc004cwb.4	NM_017856	CCDS14159	Q9NWZ8
GEN1	GEN1 Holliday junction 5' flap endonuclease	"FLJ40869|Gen"	Holliday junction resolvase	348654	ENSG00000178295	uc002rct.3	NM_182625	CCDS1691	Q17RS7
GET1	guided entry of tail-anchored proteins factor 1	CHD5		7485	ENSG00000182093	uc002yxs.4	NM_001146218	"CCDS13664|CCDS54485"	O00258
GET3	guided entry of tail-anchored proteins factor 3, ATPase	"ARSA-I|TRC40"	"golgi to ER traffic 3 homolog (S. cerevisiae)|transmembrane domain recognition complex, 40kDa"	439	ENSG00000198356	uc060uci.1	NM_004317	CCDS32920	O43681
GET4	guided entry of tail-anchored proteins factor 4	"CGI-20|H_NH1244M04.5|CEE|TRC35"	"CGI-20 protein|conserved edge protein|transmembrane domain recognition complex, 35kDa"	51608	ENSG00000239857	uc003sjl.2	NM_015949	CCDS5317	Q7L5D6
GFAP	glial fibrillary acidic protein	FLJ45472	intermediate filament protein	2670	ENSG00000131095	uc002ihq.3	NM_002055	"CCDS11491|CCDS45708|CCDS59296|CCDS86602"	P14136
GFER	growth factor, augmenter of liver regeneration	"HSS|ERV1|ALR|HERV1|HPO1|HPO2"	"ERV1 homolog (S. cerevisiae)|FAD-linked sulfhydryl oxidase ALR"	2671	ENSG00000127554	uc002cob.4	NM_005262	CCDS32368	P55789
GFI1	growth factor independent 1 transcriptional repressor	"GFI1A|GFI-1"		2672	ENSG00000162676	uc001dow.5	NM_005263	CCDS30773	Q99684
GFI1B	growth factor independent 1B transcriptional repressor	ZNF163B		8328	ENSG00000165702	uc064wsy.1	NM_004188	"CCDS6957|CCDS48049"	Q5VTD9
GFM1	G elongation factor mitochondrial 1	"EFGM|GFM|EGF1|mtEF-G1"		85476	ENSG00000168827	uc003fce.4	NM_024996	"CCDS33885|CCDS77851|CCDS82867"	Q96RP9
GFM2	GTP dependent ribosome recycling factor mitochondrial 2	"EFG2|FLJ21661|EF-G2mt"	ribosome releasing factor 2	84340	ENSG00000164347	uc003kdh.2	NM_032380	"CCDS4023|CCDS4024|CCDS47232"	Q969S9
GFOD1	glucose-fructose oxidoreductase domain containing 1	"FLJ20330|ADG-90"		54438	ENSG00000145990	uc003nat.3	NM_018988	"CCDS4524|CCDS56397|CCDS64351"	Q9NXC2
GFOD2	glucose-fructose oxidoreductase domain containing 2	"FLJ23802|MGC11335"		81577	ENSG00000141098	uc002eub.4	NM_030819	"CCDS10845|CCDS59268"	Q3B7J2
GFPT1	glutamine--fructose-6-phosphate transaminase 1	"GFAT|GFA|GFAT1"		2673	ENSG00000198380	uc002sfh.4	NM_001244710	"CCDS33216|CCDS58713"	Q06210
GFPT2	glutamine-fructose-6-phosphate transaminase 2	GFAT2	glutamine: fructose-6-phosphate aminotransferase 2	9945	ENSG00000131459	uc003mlw.2	NM_005110	CCDS43411	O94808
GFRA1	GDNF family receptor alpha 1	"RETL1|GDNFR|GFR-ALPHA-1|RET1L|TRNR1"		2674	ENSG00000151892	uc009xyr.4	NM_145793	"CCDS7593|CCDS44481"	P56159
GFRA2	GDNF family receptor alpha 2	"RETL2|GDNFRB|NTNRA|TRNR2"		2675	ENSG00000168546	uc064kuz.1	NM_001495	"CCDS47816|CCDS55207|CCDS55208"	O00451
GFRA3	GDNF family receptor alpha 3	GFRa-3		2676	ENSG00000146013	uc003lcn.4	NM_001496	CCDS4201	O60609
GFRA4	GDNF family receptor alpha 4		persephin receptor	64096	ENSG00000125861	uc002wio.4	NM_145762	"CCDS13055|CCDS13056"	Q9GZZ7
GFRAL	GDNF family receptor alpha like	"GRAL|UNQ9356|bA360D14.1"		389400	ENSG00000187871	uc003pcm.1	NM_207410	CCDS4957	Q6UXV0
GFY	golgi associated olfactory signaling regulator	Goofy	Golgi protein in olfactory neurons	100507003	ENSG00000261949		NM_001195256	CCDS58672	I3L273
GGA1	golgi associated, gamma adaptin ear containing, ARF binding protein 1			26088	ENSG00000100083	uc003atc.4	NM_013365	"CCDS13951|CCDS33643|CCDS54526|CCDS87022"	Q9UJY5
GGA2	golgi associated, gamma adaptin ear containing, ARF binding protein 2	"VEAR|KIAA1080"		23062	ENSG00000103365	uc002dlq.3	NM_015044	CCDS10611	Q9UJY4
GGA3	golgi associated, gamma adaptin ear containing, ARF binding protein 3	KIAA0154		23163	ENSG00000125447	uc032frk.2	NM_138619	"CCDS11716|CCDS11717|CCDS54164|CCDS58597"	Q9NZ52
GGACT	gamma-glutamylamine cyclotransferase			87769	ENSG00000134864	uc058yas.1	NM_033110	CCDS45066	Q9BVM4
GGCT	gamma-glutamylcyclotransferase	"MGC3077|CRF21|Ggc"		79017	ENSG00000006625	uc003tba.4	NM_024051	"CCDS5428|CCDS56474|CCDS56475|CCDS56476"	O75223
GGCX	gamma-glutamyl carboxylase	VKCFD1	"vitamin K-dependent gamma-carboxylase|peptidyl-glutamate 4-carboxylase"	2677	ENSG00000115486	uc002sps.4	NM_000821	"CCDS1978|CCDS46353"	P38435
GGH	gamma-glutamyl hydrolase		"conjugase|folylpolygammaglutamyl hydrolase"	8836	ENSG00000137563	uc003xuw.4	NM_003878	CCDS6177	Q92820
GGN	gametogenetin	"FLJ35713|MGC33369"		199720	ENSG00000179168	uc002oij.2	NM_152657	CCDS12516	Q86UU5
GGNBP2	gametogenetin binding protein 2	"ZFP403|LZK1|FLJ22561|FLJ21230|DIF-3|DIF3"		79893	ENSG00000278311	uc032ggv.3	NM_024835	CCDS11314	Q9H3C7
GGPS1	geranylgeranyl diphosphate synthase 1	GGPPS1		9453	ENSG00000152904	uc001hwv.4	NM_004837	CCDS1604	O95749
GGT1	gamma-glutamyltransferase 1	"D22S672|D22S732|CD224"		2678	ENSG00000100031	uc003aan.2	NM_013430	CCDS42992	P19440
GGT2	gamma-glutamyltransferase 2			728441	ENSG00000133475	uc062byb.1	NM_001351304		P36268
GGT5	gamma-glutamyltransferase 5	GGT-REL		2687	ENSG00000099998	uc002zzo.4	NM_004121	"CCDS13825|CCDS42989|CCDS42990"	P36269
GGT6	gamma-glutamyltransferase 6	FLJ90165		124975	ENSG00000167741	uc002fyd.6	NM_153338	"CCDS11047|CCDS45582|CCDS73942"	Q6P531
GGT7	gamma-glutamyltransferase 7	"D20S101|dJ18C9.2"		2686	ENSG00000131067	uc002xay.4	NM_178026	CCDS13242	Q9UJ14
GGTLC1	gamma-glutamyltransferase light chain 1	"dJ831C21.2|dJ831C21.1"		92086	ENSG00000149435	uc002wtu.3	NM_178311.2	CCDS13163	Q9BX51
GGTLC2	gamma-glutamyltransferase light chain 2			91227	ENSG00000100121	uc062ccl.1	NM_199127	CCDS13802	Q14390
GGTLC3	gamma-glutamyltransferase light chain family member 3			728226	ENSG00000274252	uc062biv.1	NM_001355479	CCDS86996	B5MD39
GH1	growth hormone 1	"GH-N|GHN|GH|hGH-N"	"pituitary growth hormone|somatotropin"	2688	ENSG00000259384	uc002jdj.4	NM_000515	"CCDS11653|CCDS11654|CCDS45760"	P01241
GH2	growth hormone 2	"GH-V|GHV|GHL|hGH-V"	"placental-specific growth hormone|placenta-specific growth hormone"	2689	ENSG00000136487	uc002jco.3	NM_002059	"CCDS11647|CCDS11648|CCDS45757|CCDS45758"	P01242
GHDC	GH3 domain containing	LGP1		84514	ENSG00000167925	uc060fhk.1	NM_032484	"CCDS11422|CCDS45682"	Q8N2G8
GHITM	growth hormone inducible transmembrane protein	"HSPC282|PTD010|DERP2|My021|TMBIM5"	transmembrane BAX inhibitor motif containing 5	27069	ENSG00000165678	uc001kcs.2	NM_014394	CCDS41542	Q9H3K2
GHR	growth hormone receptor	GHBP	growth hormone binding protein	2690	ENSG00000112964	uc003jmt.4	NM_000163	"CCDS3940|CCDS56364|CCDS75239|CCDS75240"	P10912
GHRH	growth hormone releasing hormone		"sermorelin|somatocrinin|somatoliberin"	2691	ENSG00000118702	uc002xgs.5	NM_001184731	"CCDS13292|CCDS54460"	P01286
GHRHR	growth hormone releasing hormone receptor			2692	ENSG00000106128	uc003tbx.4	NM_000823	CCDS5432	Q02643
